date,high,isin,last,low
2020-07-03 10:41:25.375484,159.98,US0846707026,159.78,159.08
2020-07-03 10:41:26.582064,94.31,US94106L1098,94.25,93.28
2020-07-03 14:43:11.176149,78.58,IE00B3RBWM25,78.2,77.92
2020-07-03 14:43:11.585224,159.98,US0846707026,159.44,159.0
2020-07-03 14:43:12.996136,94.8,US94106L1098,94.0,93.28
2020-07-03 17:29:42.726361,78.58,IE00B3RBWM25,77.92,77.89
2020-07-03 17:29:43.232569,159.98,US0846707026,159.56,158.88
2020-07-03 17:29:45.406185,94.8,US94106L1098,93.6,93.28
2020-07-06 10:04:20.415296,79.99,IE00B3RBWM25,79.15,78.99
2020-07-06 10:04:20.930054,162.98,US0846707026,162.78,161.82
2020-07-06 10:04:22.154774,94.93,US94106L1098,94.93,93.94
2020-07-06 17:13:19.120572,79.99,IE00B3RBWM25,79.14,78.7
2020-07-06 17:13:19.512555,162.98,US0846707026,161.28,160.26
2020-07-06 17:13:20.641867,95.24,US94106L1098,92.81,92.49
2020-07-07 09:41:59.012755,79.03,IE00B3RBWM25,78.68,78.48
2020-07-07 09:41:59.498102,161.8,US0846707026,161.66,160.72
2020-07-07 09:42:00.708009,92.94,US94106L1098,92.08,92.01
2020-07-07 15:32:17.778947,79.03,IE00B3RBWM25,78.68,78.44
2020-07-07 15:32:18.663351,161.98,US0846707026,160.98,160.3
2020-07-07 15:32:19.938630,93.49,US94106L1098,92.22,92.01
2020-07-08 10:04:32.645844,78.7,IE00B3RBWM25,78.53,78.5
2020-07-08 10:04:33.158856,160.84,US0846707026,160.64,160.22
2020-07-08 10:04:34.289613,93.19,US94106L1098,93.19,92.51
2020-07-09 10:43:01.817855,79.0,IE00B3RBWM25,78.85,78.62
2020-07-09 10:43:02.249575,160.34,US0846707026,160.16,159.12
2020-07-09 10:43:03.452951,91.64,US94106L1098,91.06,91.01
2020-07-09 17:09:41.623912,79.0,IE00B3RBWM25,78.1,77.99
2020-07-09 17:09:42.114487,160.48,US0846707026,158.18,157.92
2020-07-09 17:09:43.442112,91.97,US94106L1098,90.0,89.8
2020-07-10 09:41:34.270515,78.35,IE00B3RBWM25,78.06,78.06
2020-07-10 09:41:34.681902,158.18,US0846707026,157.82,157.02
2020-07-10 09:41:35.836315,90.14,US94106L1098,89.3,88.5
2020-07-13 10:17:43.467773,79.99,IE00B3RBWM25,79.31,79.29
2020-07-13 10:17:43.976872,163.18,US0846707026,162.02,162.02
2020-07-13 10:17:45.202609,93.23,US94106L1098,92.79,92.28
2020-07-14 12:48:12.242479,78.74,IE00B3RBWM25,78.31,78.24
2020-07-14 12:48:12.765137,162.98,US0846707026,162.24,161.9
2020-07-14 12:48:13.961501,92.58,US94106L1098,91.9,91.59
2020-07-15 10:05:42.269612,79.42,IE00B3RBWM25,78.98,78.88
2020-07-15 10:05:42.769380,168.88,US0846707026,167.26,167.12
2020-07-15 10:05:43.922285,93.49,US94106L1098,93.48,93.2
2020-07-16 09:56:14.706445,79.17,IE00B3RBWM25,78.76,78.69
2020-07-16 09:56:15.231648,166.8,US0846707026,166.02,165.68
2020-07-16 09:56:16.608114,93.71,US94106L1098,92.78,92.57
2020-07-16 12:10:56.831946,79.17,IE00B3RBWM25,78.87,78.57
2020-07-16 12:10:57.389738,166.82,US0846707026,166.82,165.68
2020-07-16 12:10:58.964099,93.71,US94106L1098,93.58,92.54
2020-07-17 09:21:17.056900,79.38,IE00B3RBWM25,79.18,78.98
2020-07-17 09:21:17.448916,167.7,US0846707026,167.46,167.12
2020-07-17 09:21:18.474968,94.72,US94106L1098,94.01,94.01
2020-07-17 12:16:32.383136,79.38,IE00B3RBWM25,78.99,78.87
2020-07-17 12:16:32.818115,167.7,US0846707026,167.12,166.72
2020-07-17 12:16:34.102836,94.72,US94106L1098,94.41,94.0
2020-07-17 14:26:42.189852,79.38,IE00B3RBWM25,79.07,78.87
2020-07-17 14:26:42.582865,167.7,US0846707026,167.34,166.72
2020-07-17 14:26:43.653548,94.72,US94106L1098,94.01,94.0
2020-07-20 09:39:17.934256,79.17,IE00B3RBWM25,78.45,78.45
2020-07-20 09:39:18.438197,166.8,US0846707026,165.8,165.7
2020-07-20 09:39:19.675340,94.73,US94106L1098,93.9,93.87
2020-07-20 12:33:52.050382,79.17,IE00B3RBWM25,78.88,78.45
2020-07-20 12:33:52.528375,166.8,US0846707026,166.1,165.02
2020-07-20 12:33:53.751530,95.02,US94106L1098,95.02,93.87
2020-07-20 14:58:21.744626,79.25,IE00B3RBWM25,79.25,78.45
2020-07-20 14:58:22.277206,166.8,US0846707026,166.04,165.02
2020-07-20 14:58:23.634339,95.22,US94106L1098,94.08,93.87
2020-07-21 09:35:47.948487,80.4,IE00B3RBWM25,80.31,80.12
2020-07-21 09:35:48.417142,167.78,US0846707026,167.2,167.2
2020-07-21 09:35:49.621892,94.26,US94106L1098,94.07,93.33
2020-07-21 13:25:04.366199,80.58,IE00B3RBWM25,80.45,80.12
2020-07-21 13:25:04.815406,167.98,US0846707026,167.6,167.0
2020-07-21 13:25:06.124117,94.44,US94106L1098,94.35,93.33
2020-07-22 10:01:50.408931,79.62,IE00B3RBWM25,79.27,79.18
2020-07-22 10:01:50.776300,167.64,US0846707026,167.02,166.4
2020-07-22 10:01:51.996941,93.74,US94106L1098,93.58,92.91
2020-07-22 12:18:02.728345,79.62,IE00B3RBWM25,79.08,78.8
2020-07-22 12:18:03.245551,167.64,US0846707026,165.94,165.6
2020-07-22 12:18:04.574684,93.74,US94106L1098,92.81,92.75
2020-07-23 09:57:05.519164,79.57,IE00B3RBWM25,79.57,79.42
2020-07-23 09:57:05.959168,166.54,US0846707026,166.34,165.52
2020-07-23 09:57:07.141112,93.99,US94106L1098,93.26,93.19
2020-07-23 16:21:57.298750,79.61,IE00B3RBWM25,79.07,79.07
2020-07-23 16:21:57.745908,166.9,US0846707026,165.7,165.52
2020-07-23 16:21:59.011744,94.18,US94106L1098,93.4,93.19
2020-07-24 09:43:39.407141,78.99,IE00B3RBWM25,77.66,77.59
2020-07-24 09:43:39.841860,166.16,US0846707026,165.1,165.0
2020-07-24 09:43:41.034378,93.03,US94106L1098,91.94,91.94
2020-07-24 15:50:56.093512,78.99,IE00B3RBWM25,77.61,77.56
2020-07-24 15:50:56.558856,168.0,US0846707026,168.0,165.0
2020-07-24 15:50:57.885903,93.79,US94106L1098,93.79,91.52
2020-07-27 10:54:34.585135,77.96,IE00B3RBWM25,77.62,77.35
2020-07-27 10:54:35.081030,167.3,US0846707026,166.5,166.02
2020-07-27 10:54:36.263789,92.25,US94106L1098,91.4,91.15
2020-07-27 14:30:46.846108,77.96,IE00B3RBWM25,77.45,77.34
2020-07-27 14:30:47.249499,167.3,US0846707026,166.02,166.02
2020-07-27 14:30:48.467760,92.84,US94106L1098,90.88,90.8
2020-07-27 18:48:53.079984,77.96,IE00B3RBWM25,77.51,77.18
2020-07-27 18:48:53.713604,167.3,US0846707026,164.38,163.3
2020-07-27 18:48:55.006432,92.84,US94106L1098,90.96,90.54
2020-07-28 15:52:17.286912,77.96,IE00B3RBWM25,77.62,77.5
2020-07-28 15:52:17.807632,164.28,US0846707026,163.18,162.52
2020-07-28 15:52:18.971980,91.84,US94106L1098,91.41,90.61
2020-07-28 20:18:24.133676,77.96,IE00B3RBWM25,77.87,77.4
2020-07-28 20:18:24.640286,165.42,US0846707026,165.42,162.52
2020-07-28 20:18:25.904060,92.03,US94106L1098,92.03,90.61
2020-07-29 09:17:37.368801,77.79,IE00B3RBWM25,77.79,77.73
2020-07-29 09:17:37.849969,165.72,US0846707026,165.06,165.02
2020-07-29 09:17:39.212229,92.42,US94106L1098,92.34,91.12
2020-07-29 14:21:25.484263,77.8,IE00B3RBWM25,77.8,77.41
2020-07-29 14:21:25.907950,166.14,US0846707026,166.14,165.0
2020-07-29 14:21:27.141605,92.42,US94106L1098,91.84,91.12
2020-07-30 09:35:41.470685,78.0,IE00B3RBWM25,77.25,77.25
2020-07-30 09:35:41.880201,166.98,US0846707026,166.14,166.14
2020-07-30 09:35:43.096050,93.0,US94106L1098,93.0,92.65
2020-07-30 14:16:33.263298,78.0,IE00B3RBWM25,77.26,76.91
2020-07-30 14:16:33.713948,166.98,US0846707026,165.46,164.46
2020-07-30 14:16:34.930102,93.79,US94106L1098,93.14,92.0
2020-07-30 14:50:11.925302,78.0,IE00B3RBWM25,77.17,76.91
2020-07-30 14:50:12.388112,166.98,US0846707026,165.0,164.46
2020-07-30 14:50:14.010100,93.79,US94106L1098,91.57,91.57
2020-07-30 17:36:23.386722,78.0,IE00B3RBWM25,76.81,76.3
2020-07-30 17:36:23.862123,166.98,US0846707026,164.12,163.1
2020-07-30 17:36:25.129186,93.79,US94106L1098,92.43,91.2
2020-07-31 09:26:08.518761,77.11,IE00B3RBWM25,76.72,76.32
2020-07-31 09:26:08.955658,164.48,US0846707026,164.46,163.5
2020-07-31 09:26:10.026998,92.57,US94106L1098,91.81,91.78
2020-07-31 13:13:40.203458,77.2,IE00B3RBWM25,77.07,76.32
2020-07-31 13:13:40.617089,165.94,US0846707026,165.44,163.5
2020-07-31 13:13:41.698097,92.95,US94106L1098,91.9,91.78
2020-07-31 20:52:46.184928,77.22,IE00B3RBWM25,76.38,76.24
2020-07-31 20:52:46.600988,165.94,US0846707026,165.32,163.5
2020-07-31 20:52:47.677542,93.03,US94106L1098,92.48,91.65
2020-08-03 10:06:33.505454,77.41,IE00B3RBWM25,77.33,77.03
2020-08-03 10:06:33.954668,167.9,US0846707026,167.74,167.02
2020-08-03 10:06:35.190528,93.65,US94106L1098,93.04,92.79
2020-08-03 12:00:42.941332,77.48,IE00B3RBWM25,77.48,77.03
2020-08-03 12:00:43.382008,167.9,US0846707026,166.8,166.5
2020-08-03 12:00:44.917922,93.91,US94106L1098,93.53,92.79
2020-08-03 15:12:58.198209,78.22,IE00B3RBWM25,78.22,77.03
2020-08-03 15:12:58.633717,168.04,US0846707026,168.04,166.5
2020-08-03 15:13:00.289026,94.71,US94106L1098,94.07,92.79
2020-08-03 16:45:33.777972,78.24,IE00B3RBWM25,78.19,77.03
2020-08-03 16:45:34.264968,170.48,US0846707026,170.36,166.5
2020-08-03 16:45:35.641798,94.71,US94106L1098,93.11,92.79
2020-08-03 21:20:36.557551,78.24,IE00B3RBWM25,78.02,77.03
2020-08-03 21:20:37.046144,170.86,US0846707026,169.32,166.5
2020-08-03 21:20:38.561464,94.71,US94106L1098,92.47,92.47
2020-08-04 15:11:59.490477,78.37,IE00B3RBWM25,78.11,77.8
2020-08-04 15:11:59.921020,170.28,US0846707026,169.4,168.52
2020-08-04 15:12:01.205849,93.3,US94106L1098,92.21,92.21
2020-08-04 17:57:36.071318,78.45,IE00B3RBWM25,78.33,77.8
2020-08-04 17:57:36.582170,170.28,US0846707026,169.9,168.52
2020-08-04 17:57:38.263181,93.3,US94106L1098,92.12,92.12
2020-08-05 09:52:50.777820,78.65,IE00B3RBWM25,78.65,78.31
2020-08-05 09:52:51.216781,170.38,US0846707026,170.28,169.72
2020-08-05 09:52:52.606355,92.31,US94106L1098,92.31,92.31
2020-08-05 12:59:29.889124,78.67,IE00B3RBWM25,78.48,78.31
2020-08-05 12:59:30.380192,170.38,US0846707026,170.28,169.52
2020-08-05 12:59:31.995858,93.02,US94106L1098,92.74,92.19
2020-08-05 14:46:09.286731,78.67,IE00B3RBWM25,78.31,78.24
2020-08-05 14:46:09.808360,170.38,US0846707026,169.58,169.52
2020-08-05 14:46:11.706832,93.02,US94106L1098,92.29,92.19
2020-08-05 15:38:01.215185,78.67,IE00B3RBWM25,78.11,78.11
2020-08-05 15:38:01.638797,170.78,US0846707026,170.78,169.52
2020-08-05 15:38:03.305431,93.02,US94106L1098,92.26,92.19
2020-08-05 20:12:41.089574,78.67,IE00B3RBWM25,78.12,78.03
2020-08-05 20:12:41.701963,172.14,US0846707026,171.98,169.52
2020-08-05 20:12:43.445336,93.02,US94106L1098,91.89,91.5
2020-08-06 08:50:41.849074,78.49,IE00B3RBWM25,78.46,78.27
2020-08-06 08:50:42.282989,171.74,US0846707026,171.74,171.02
2020-08-06 08:50:43.474196,92.34,US94106L1098,92.34,92.34
2020-08-06 15:39:33.945526,78.59,IE00B3RBWM25,78.18,78.0
2020-08-06 15:39:34.474773,172.6,US0846707026,171.96,171.0
2020-08-06 15:39:35.830572,92.54,US94106L1098,92.39,91.51
2020-08-07 09:45:24.118778,78.75,IE00B3RBWM25,78.24,78.24
2020-08-07 09:45:24.794377,173.76,US0846707026,173.36,172.32
2020-08-07 09:45:25.983984,93.23,US94106L1098,92.55,92.44
